Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,01.01-10.01.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,53,,,,,,,01,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
07:00 - 08:00,1,1,1,1,1,277,235,1,1,1,1,1,291,174,1,,,,,,
08:00 - 09:00,1,2,1,1,1,560,394,1,1,1,1,2,463,323,1,,,,,,
09:00 - 10:00,1,1,1,1,1,867,893,1,1,1,1,1,796,618,1,,,,,,
10:00 - 11:00,1,1,1,1,1,1,1,1,1,1,1,1,1,853,1,,,,,,
11:00 - 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
12:00 - 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
13:00 - 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
14:00 - 15:00,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
15:00 - 16:00,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,,,,,,
16:00 - 17:00,1,2,2,2,1,1,1,1,2,1,2,1,1,1,2,,,,,,
17:00 - 18:00,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
18:00 - 19:00,1,1,1,1,1,977,986,1,1,1,1,1,946,937,1,,,,,,
19:00 - 20:00,812,914,859,882,808,770,805,823,1,902,918,773,695,664,884,,,,,,
20:00 - 21:00,704,773,779,781,587,608,730,681,816,746,806,616,606,656,729,,,,,,
21:00 - 22:00,601,741,740,665,563,569,553,581,674,687,686,525,539,540,646,,,,,,
22:00 - 23:00,379,499,522,585,576,586,343,443,602,548,507,557,502,371,522,,,,,,
23:00 - 24:00,210,264,271,329,479,494,207,193,714,250,330,466,442,204,351,,,,,,
I alt,20,21,20,20,20,17,17,20,21,20,20,20,16,14,20,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,18.10-31.10.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,42,,,,,,,43,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,18/10,19/10,20/10,21/10,22/10,*23/10,*24/10,25/10,26/10,27/10,28/10,29/10,30/10,31/10,talt,,,,,,
00:00 - 01:00,106,101,136,152,160,245,332,89,99,141,137,156,384,332,128,,,,,,
01:00 - 02:00,48,68,72,75,109,191,219,50,57,52,70,69,273,273,67,,,,,,
02:00 - 03:00,36,39,46,70,73,165,175,46,47,47,45,53,177,177,50,,,,,,
03:00 - 04:00,38,27,62,39,61,98,125,38,37,50,31,55,175,108,44,,,,,,
04:00 - 05:00,47,53,40,56,70,96,92,64,44,54,44,66,114,84,54,,,,,,
05:00 - 06:00,199,195,185,181,182,99,61,218,225,202,219,223,114,105,203,,,,,,
06:00 - 07:00,619,612,609,573,501,140,113,697,682,688,690,679,152,104,635,,,,,,
07:00 - 08:00,1,1,1,990,892,221,163,1,1,1,1,1,274,229,1,,,,,,
08:00 - 09:00,1,1,1,1,1,370,313,1,1,1,1,1,499,427,1,,,,,,
09:00 - 10:00,1,1,1,1,1,696,697,1,1,1,1,1,817,848,1,,,,,,
10:00 - 11:00,1,1,1,1,1,968,890,1,1,1,1,1,1,1,1,,,,,,
11:00 - 12:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
12:00 - 13:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
13:00 - 14:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
14:00 - 15:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
15:00 - 16:00,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,,,,,,
16:00 - 17:00,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,,,,
17:00 - 18:00,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,
18:00 - 19:00,856,949,971,1,972,942,956,1,1,1,1,1,1,1,1,,,,,,
19:00 - 20:00,654,758,719,747,703,690,759,767,820,804,925,869,696,749,777,,,,,,
20:00 - 21:00,561,616,589,729,639,568,710,693,706,743,810,628,633,675,671,,,,,,
21:00 - 22:00,511,610,602,837,526,536,522,583,606,667,721,563,524,582,623,,,,,,
22:00 - 23:00,342,418,436,499,479,502,326,427,476,535,624,558,518,379,479,,,,,,
23:00 - 24:00,226,240,293,311,424,487,200,206,307,268,315,523,530,196,311,,,,,,
I alt,17,18,18,19,18,15,15,19,20,20,20,20,16,16,19,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Mastra,,,TÆLLING : UGEOVERSIGT,,,,,,,,,,,,Udskr.,05.04.2022 12:06,,,,,
,,,Tidsinterval: 60min.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Målested,10133322,,"Jagtvej 163, 2100 Kbh. Ø",,,,,,,,,,,,,,,,,,
Bestyrer,101,,København,,,,,,,,,,,,,,,,,,
Vej,1013332-0,,Jagtvej,,,,,,,,,,,,,,,,,,
Lokalitet,2/280,,Jagtvej ud for nr. 163,,,,,,,,,,,,,,,,,,
RetningSpor,T,,Samlet trafik,,,,,,,,,,,,,,,,,,
Køretøjsart,MOTORKTJ,,Motorkøretøjer,,,,,,,,,,,,,,,,,,
Periode,01.11-14.11.2021,,(660-spln),,,,,,,,,,,,,,,,,,
Kommentar,,,AT33,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,* markerede dage er helligdage,,,,,,,,,,,,,,,,,,
Ugenr.,44,,,,,,,45,,,,,,,Hverdag,,,,,,
Ugedag,Man,Tir,Ons,Tor,Fre,Lør,Søn,Man,Tir,Ons,Tor,Fre,Lør,Søn,gns.,,,,,,
Tid\Dato,01/11,02/11,03/11,04/11,05/11,06/11,07/11,08/11,09/11,10/11,11/11,12/11,13/11,14/11,talt,,,,,,
00:00 - 01:00,83,105,101,120,151,352,383,,,,,,,,112,,,,,,
01:00 - 02:00,49,56,66,62,84,243,272,,,,,,,,63,,,,,,
02:00 - 03:00,40,44,45,43,50,179,228,,,,,,,,44,,,,,,
03:00 - 04:00,40,49,41,49,56,159,183,,,,,,,,47,,,,,,
04:00 - 05:00,56,47,72,51,65,127,101,,,,,,,,58,,,,,,
05:00 - 06:00,218,234,213,243,226,96,99,,,,,,,,227,,,,,,
06:00 - 07:00,727,708,696,730,662,164,131,,,,,,,,705,,,,,,
07:00 - 08:00,1,1,1,1,1,290,214,,,,,,,,1,,,,,,
08:00 - 09:00,2,2,1,1,1,534,416,,,,,,,,1,,,,,,
09:00 - 10:00,1,1,1,1,1,968,849,,,,,,,,1,,,,,,
10:00 - 11:00,1,1,1,1,1,1,1,,,,,,,,1,,,,,,
11:00 - 12:00,1,1,1,1,1,1,1,,,,,,,,1,,,,,,
12:00 - 13:00,1,1,1,1,1,1,1,,,,,,,,1,,,,,,
13:00 - 14:00,1,1,1,1,1,1,1,,,,,,,,1,,,,,,
14:00 - 15:00,1,1,1,1,1,1,1,,,,,,,,1,,,,,,
15:00 - 16:00,2,2,1,2,2,1,1,,,,,,,,2,,,,,,
16:00 - 17:00,2,2,1,1,1,1,1,,,,,,,,1,,,,,,
17:00 - 18:00,1,1,1,1,1,1,1,,,,,,,,1,,,,,,
18:00 - 19:00,1,1,1,1,1,1,932,,,,,,,,1,,,,,,
19:00 - 20:00,762,844,858,796,766,719,731,,,,,,,,805,,,,,,
20:00 - 21:00,719,756,695,760,625,636,686,,,,,,,,711,,,,,,
21:00 - 22:00,628,641,655,661,592,590,498,,,,,,,,635,,,,,,
22:00 - 23:00,418,475,499,558,538,513,352,,,,,,,,498,,,,,,
23:00 - 24:00,203,272,288,301,425,515,202,,,,,,,,298,,,,,,
I alt,19,20,20,20,20,17,16,,,,,,,,20,,,,,,
,,,,,,,,,,,,,,,,,,,,,
